sqft_living,bedrooms,bathrooms,price
1400,4,1.5,257000.0
2140,3,2.5,420000.0
1320,3,1.75,338995.0
2620,3,1.75,615000.0
2300,4,0.5,312500.0
2000,4,2.5,513000.0
2960,4,2.75,857500.0
2700,3,2.75,1060000.0
1740,3,1.75,585000.0
1770,2,2.5,350500.0
1290,3,2.0,215000.0
1450,4,2.0,440000.0
1420,3,2.25,270000.0
1330,3,0.75,385000.0
1760,3,1.75,688500.0
2010,3,1.75,700000.0
2560,5,2.0,585000.0
1260,2,1.5,401000.0
2420,4,2.25,655000.0
1010,3,1.0,317000.0
1770,4,2.5,500000.0
890,2,1.0,314963.0
1670,3,1.5,715000.0
1360,3,2.25,280000.0
2120,3,2.5,531000.0
1910,3,2.5,617000.0
1480,4,1.0,440000.0
1090,3,1.0,140000.0
1670,4,1.75,661000.0
1670,4,1.75,697000.0
3650,5,2.75,1195000.0
1970,4,2.0,535000.0
1320,2,2.0,404500.0
1710,3,1.0,396500.0
1740,3,2.25,450000.0
2200,3,3.25,605000.0
2010,3,2.0,699000.0
3910,3,3.0,805000.0
470,1,0.75,156000.0
2330,4,2.5,595000.0
1930,3,1.75,285000.0
3270,4,2.5,725000.0
1650,3,2.5,216300.0
2220,4,2.75,410000.0
2470,2,1.75,597000.0
1300,3,1.0,325000.0
2530,5,2.75,355000.0
2400,3,1.5,338000.0
1500,4,2.25,210000.0
1700,4,1.75,423000.0
2120,4,1.5,249500.0
2240,4,2.5,325000.0
1540,3,1.75,257000.0
1890,3,1.75,550000.0
1260,3,1.0,490000.0
1160,2,1.5,299000.0
1300,2,1.0,295000.0
3220,4,2.5,630000.0
2020,4,1.5,320000.0
2990,4,2.5,1110000.0
1420,4,1.0,398000.0
1020,3,1.0,218000.0
2400,4,2.75,590000.0
3640,5,3.0,1595000.0
1550,2,2.25,348500.0
1870,2,2.0,592500.0
2340,3,2.5,505000.0
3350,5,4.25,1430000.0
1710,3,1.0,502000.0
1180,2,2.0,257500.0
1600,3,1.5,405000.0
1300,3,1.75,427000.0
1040,3,1.5,290000.0
1220,3,1.0,222000.0
2240,3,2.5,315000.0
1420,3,1.5,371000.0
1580,3,1.75,279900.0
2390,3,1.5,250000.0
2260,4,2.25,599000.0
1890,3,1.75,267300.0
1830,2,1.75,585000.0
1000,3,1.75,350000.0
2180,3,1.75,506000.0
2320,6,2.0,400000.0
840,3,1.0,151100.0
840,3,1.0,251000.0
2350,4,2.25,555000.0
2040,3,1.75,467500.0
2370,4,2.5,479000.0
1590,5,2.0,247000.0
1380,3,1.0,299500.0
1940,4,1.5,306888.0
3320,4,2.5,675000.0
1090,2,1.0,577000.0
1650,3,1.5,219950.0
1110,3,1.5,375000.0
2110,4,2.5,650000.0
1850,3,3.0,975000.0
600,1,1.0,229000.0
2760,5,2.5,575000.0
2970,4,1.75,815000.0
2300,3,1.75,525000.0
2030,3,2.5,471000.0
2160,4,1.75,450000.0
1650,3,2.0,590000.0
3140,4,2.5,744000.0
2690,4,2.25,460000.0
1940,5,2.5,299000.0
1220,4,1.0,231000.0
1300,3,1.0,195000.0
1660,3,1.75,305000.0
3390,4,1.5,895000.0
2310,4,1.5,1110000.0
950,2,1.0,339000.0
2400,4,3.75,885000.0
1780,3,1.0,375000.0
1280,4,1.5,367400.0
1930,4,2.0,700000.0
2560,5,2.25,667000.0
920,2,1.0,200000.0
1900,3,2.5,552775.0
2270,3,2.0,452000.0
2080,3,2.5,418000.0
1460,3,1.75,601500.0
1670,3,1.75,600000.0
2810,4,2.5,340000.0
2370,3,2.5,310000.0
1700,2,1.75,290000.0
1630,2,1.0,438000.0
2930,4,2.75,718000.0
860,2,1.0,200000.0
1980,3,2.0,479900.0
2080,3,2.5,400000.0
1060,3,1.0,219950.0
1590,3,2.5,300000.0
1980,3,2.25,437000.0
1720,4,2.0,350000.0
1350,4,1.75,626000.0
2080,3,2.5,490000.0
2090,3,2.5,289000.0
2030,3,2.5,595000.0
2680,3,2.25,676000.0
1820,3,1.75,389000.0
1300,3,2.0,240000.0
2210,4,2.5,382500.0
1400,3,2.0,511555.0
2040,3,1.75,710500.0
2420,3,2.5,429000.0
1920,4,1.75,170000.0
3860,4,3.25,2135000.0
2760,5,2.75,480000.0
3450,4,3.75,1665000.0
1040,3,1.0,225000.0
2220,3,1.75,615000.0
2470,4,2.5,438950.0
1300,3,1.75,242000.0
1960,3,2.5,560000.0
2040,3,1.5,857500.0
3030,4,2.5,685000.0
2260,4,3.0,486000.0
2670,3,2.5,749000.0
1520,3,2.5,260000.0
3610,3,1.75,1015000.0
1130,3,1.75,565000.0
1480,3,2.0,355000.0
3540,5,2.0,775000.0
2100,4,2.25,335000.0
3366,5,4.0,1300000.0
1810,3,1.75,545000.0
1680,3,1.75,540000.0
2450,3,1.75,687500.0
1150,1,2.0,115000.0
1150,1,2.0,227000.0
3240,4,2.5,870000.0
3480,4,2.5,1190000.0
2800,4,2.5,375000.0
3240,3,2.75,902000.0
1480,2,1.5,269500.0
1700,3,1.0,570000.0
1240,2,1.0,359950.0
3720,4,3.5,1450000.0
1910,3,2.5,615000.0
2120,4,2.0,250000.0
3020,4,2.5,530000.0
2250,3,2.0,474950.0
1650,4,2.0,490000.0
880,2,1.5,210000.0
1860,3,1.0,265500.0
3840,5,3.25,1462500.0
2192,4,2.25,310000.0
1590,3,2.5,324500.0
3700,4,4.75,599000.0
3670,4,2.5,525000.0
1630,3,1.0,400000.0
4230,3,3.0,887500.0
1060,2,1.0,344000.0
2700,3,2.5,525000.0
2110,3,2.25,385000.0
3720,4,2.5,820000.0
3440,4,3.5,1305000.0
2420,4,2.25,549000.0
1090,3,1.0,180000.0
2910,4,2.5,589000.0
1050,3,1.0,350000.0
1610,3,2.0,197400.0
1760,3,2.5,267000.0
1540,3,1.5,480000.0
2580,4,2.5,650000.0
1370,2,1.0,600000.0
1440,2,1.75,490000.0
1410,3,1.0,225000.0
1980,3,2.25,640000.0
2440,3,3.5,710000.0
1350,3,2.0,325000.0
3130,3,3.25,595000.0
880,3,1.0,128750.0
1920,3,2.25,465000.0
2700,4,1.75,710000.0
1670,4,2.75,605000.0
3470,4,2.5,994000.0
1820,3,2.25,489950.0
1310,3,1.5,365000.0
1790,3,2.0,359950.0
2460,4,2.5,495000.0
1060,3,1.5,255000.0
1340,3,1.75,330000.0
1480,3,1.75,450000.0
3500,4,2.5,655000.0
2910,4,2.75,485000.0
1940,4,1.75,375000.0
2280,4,2.5,570000.0
1190,3,2.25,350000.0
1260,3,1.0,550000.0
2270,5,2.0,513000.0
1990,4,2.25,450000.0
1500,4,1.75,432500.0
2060,5,2.75,432000.0
1950,3,2.25,480000.0
1790,3,1.75,402200.0
1520,3,1.0,650000.0
3240,4,2.5,1199500.0
2440,3,2.0,312000.0
2220,4,2.0,610000.0
2640,5,1.75,823000.0
1450,4,1.75,471000.0
1550,3,2.25,481015.0
2810,4,3.25,624000.0
2080,4,2.5,480000.0
1370,3,1.5,815000.0
2920,4,2.25,1650000.0
1000,3,1.0,180000.0
1210,2,1.75,156601.0
2790,4,2.5,374950.0
1660,2,1.5,368000.0
1650,3,2.0,550000.0
1300,3,1.75,198000.0
1090,3,1.75,345000.0
2660,5,2.5,1712750.0
940,3,1.0,185900.0
2750,3,2.75,950000.0
3850,4,4.5,995000.0
860,2,1.0,345000.0
2070,4,2.75,741000.0
2290,2,2.25,737000.0
2340,4,2.5,668750.0
2680,3,1.75,575000.0
1710,4,2.0,280000.0
1800,3,1.5,583000.0
1510,3,2.25,196000.0
1700,3,2.5,349950.0
1350,4,1.0,429000.0
2140,5,2.5,270000.0
2700,6,4.0,385000.0
920,1,1.0,535000.0
1500,3,1.75,352500.0
1510,3,1.75,624000.0
1980,5,1.5,215000.0
4500,4,3.0,870000.0
3220,4,2.5,440000.0
1140,2,1.5,518000.0
1490,3,2.25,259500.0
4360,4,3.25,795127.0
960,3,1.0,290000.0
2253,4,3.0,385000.0
770,2,1.0,259950.0
1310,2,2.5,330000.0
980,3,1.0,280000.0
1820,4,2.5,595000.0
3980,4,3.75,925900.0
3010,3,2.25,499000.0
1830,4,2.5,325000.0
2550,5,2.5,895000.0
800,2,1.0,162248.0
2890,3,2.25,1072500.0
1810,3,1.5,430000.0
1810,3,1.5,615500.0
940,3,1.0,260000.0
1810,4,2.0,295000.0
2550,3,1.75,1186040.0
2370,4,2.5,749950.0
1370,6,1.0,175000.0
1370,6,1.0,415000.0
1200,3,1.0,190000.0
2100,3,1.75,625000.0
2020,3,2.25,420000.0
1570,4,1.5,339900.0
1140,2,1.0,160000.0
1830,4,2.5,353000.0
1010,3,2.0,390000.0
1770,4,2.5,675000.0
2120,3,2.5,400000.0
3190,4,3.5,1340000.0
2780,4,2.5,1650000.0
3350,5,3.0,1000000.0
3450,5,3.5,850000.0
1060,3,1.5,275000.0
1670,3,2.5,450000.0
2251,4,1.75,305000.0
1770,3,2.5,643002.0
1510,2,1.75,468000.0
1770,4,2.5,324950.0
1260,3,2.0,290000.0
1710,3,2.0,488500.0
2290,3,1.75,367950.0
790,2,1.0,285000.0
1820,3,2.75,417000.0
3180,4,2.5,1115000.0
3240,3,2.5,604000.0
2390,3,2.5,380000.0
2500,4,2.5,336500.0
2290,4,2.0,685000.0
1600,3,1.0,670000.0
1120,2,1.0,524000.0
1340,3,1.0,172000.0
1670,6,2.0,680000.0
2830,4,3.0,549900.0
2700,4,2.75,357000.0
910,3,1.5,107000.0
910,3,1.5,232900.0
2370,4,3.5,800000.0
880,2,1.5,248500.0
2050,3,2.5,670000.0
1180,3,1.75,207000.0
1070,3,1.0,164000.0
1380,2,1.0,570500.0
2680,3,2.25,599990.0
2100,5,1.75,395000.0
4133,4,3.75,979500.0
920,3,1.0,207000.0
920,3,1.0,237000.0
1750,2,1.0,650100.0
1950,4,2.5,385000.0
1660,2,1.75,335000.0
2670,4,1.5,347000.0
980,3,1.0,204000.0
1780,4,2.25,615000.0
2370,3,2.25,943500.0
1640,3,2.0,560000.0
2610,4,2.5,547500.0
2030,4,1.75,359500.0
2590,3,2.5,660000.0
1620,3,1.75,258000.0
2040,3,1.75,355000.0
810,2,1.0,253500.0
1270,3,1.0,422500.0
1470,2,2.0,239000.0
1720,3,2.25,628000.0
1320,2,2.5,352000.0
1358,3,2.25,311600.0
2070,4,1.5,235000.0
2910,5,2.25,870000.0
1370,4,1.5,190848.0
2340,4,1.75,570000.0
2290,4,4.0,661254.0
1650,4,2.0,575000.0
650,2,0.75,230000.0
2300,3,2.25,680000.0
620,1,1.0,148000.0
620,1,1.0,244900.0
1400,3,1.0,214950.0
1800,3,1.5,580000.0
1300,3,1.5,263000.0
2360,5,2.5,317000.0
3320,4,3.0,302000.0
1480,3,1.0,899000.0
2190,3,2.5,1289000.0
3740,3,3.25,710000.0
1360,3,1.0,230000.0
1210,3,1.0,430000.0
4610,5,4.25,1169000.0
860,3,1.0,397000.0
2250,3,2.5,595000.0
2030,3,1.75,485000.0
3260,5,2.5,755000.0
1840,3,1.0,185000.0
1840,3,1.0,340000.0
2000,4,2.75,236000.0
2810,4,2.5,550000.0
1780,3,2.0,680000.0
2540,4,2.5,630000.0
2340,3,2.0,560000.0
1480,3,2.0,385000.0
1358,3,2.25,280000.0
1750,3,2.5,225000.0
1830,4,1.75,610000.0
1170,3,2.0,592500.0
3170,4,2.75,750000.0
1530,4,1.0,164000.0
1100,2,1.0,320000.0
2030,4,2.5,544000.0
1870,3,1.75,344950.0
3080,3,2.5,539500.0
2480,4,1.75,420000.0
910,2,1.0,305000.0
810,2,1.0,229000.0
3990,5,3.5,1068000.0
1430,3,2.25,397500.0
2190,4,2.0,540000.0
2290,4,2.5,650000.0
3020,6,4.0,1900000.0
2260,2,1.75,649000.0
2020,5,2.0,287500.0
2620,4,2.75,815000.0
2830,2,2.5,795000.0
1700,3,1.75,502775.0
1110,2,1.0,222900.0
2150,4,3.0,399950.0
2650,4,2.5,728000.0
3870,5,3.5,850000.0
2530,4,2.75,525000.0
1450,3,1.0,257000.0
2200,3,2.5,433500.0
1890,4,1.75,314950.0
1530,3,1.75,500000.0
1590,3,1.5,300000.0
2690,4,2.5,645000.0
990,3,1.0,222500.0
1300,3,1.75,275000.0
1720,3,1.5,498000.0
2080,3,1.75,800000.0
1840,3,2.5,297000.0
4010,5,3.5,625000.0
3560,4,2.5,770000.0
1640,3,2.25,517000.0
530,1,1.0,238000.0
1990,3,1.0,234550.0
1690,3,2.25,230500.0
2670,5,2.5,585000.0
1930,4,1.75,733000.0
810,2,1.0,357950.0
1550,3,1.75,530000.0
2640,4,2.5,377500.0
2320,4,2.5,475000.0
2170,3,1.75,399000.0
2080,3,2.0,660000.0
2070,5,2.25,400000.0
800,2,1.0,440000.0
2040,4,2.25,366400.0
2830,4,2.5,627250.0
1480,3,1.75,375950.0
1810,3,2.25,162000.0
1970,3,2.75,780000.0
2650,4,2.5,705000.0
2820,4,2.5,450000.0
1400,3,2.75,311000.0
1580,3,2.5,485000.0
1800,3,2.5,485000.0
3360,5,3.75,725000.0
1510,3,1.0,185000.0
4285,4,4.25,1890000.0
1610,3,2.25,260000.0
2470,4,2.5,356000.0
1200,3,1.0,225205.0
1260,3,1.0,445000.0
920,2,1.0,356000.0
2540,5,2.75,760250.0
1870,2,2.0,572000.0
3060,3,2.25,970000.0
1950,4,2.5,348450.0
1730,3,1.5,535500.0
2570,5,2.5,710000.0
1490,3,1.75,745000.0
2040,4,2.5,355000.0
2690,4,2.5,333000.0
1610,3,2.5,282000.0
2520,3,2.0,840500.0
1550,3,1.75,432000.0
1800,3,1.0,625000.0
1170,3,1.0,209977.0
900,2,1.0,174000.0
2800,4,2.0,740000.0
1830,3,1.75,518000.0
1380,3,1.75,539000.0
1990,3,2.75,575000.0
1170,2,1.75,530000.0
1400,4,1.75,242025.0
2620,4,2.5,1030000.0
880,3,1.0,230000.0
2260,4,2.5,350000.0
1300,3,1.0,595000.0
1450,3,1.75,440000.0
1110,3,1.0,550000.0
1890,4,2.25,940000.0
1100,3,1.5,375000.0
1350,2,1.5,567500.0
3020,3,2.5,735000.0
730,2,1.0,114000.0
1390,2,1.0,608000.0
2710,3,1.5,442500.0
1530,4,2.0,381800.0
2170,3,2.0,330000.0
790,2,1.0,90000.0
1160,2,1.75,312000.0
1080,3,1.0,339000.0
2190,3,1.75,313000.0
2030,3,2.5,618080.0
2480,3,2.25,325000.0
2240,4,1.0,242000.0
1650,2,1.5,364000.0
1700,3,1.75,545000.0
2790,3,2.5,445000.0
3010,4,2.75,1085500.0
2550,4,2.5,660000.0
2880,4,2.5,845000.0
2090,4,2.0,417000.0
740,2,1.0,213800.0
960,2,1.75,400000.0
2100,4,3.5,759950.0
2540,4,2.5,990000.0
1650,3,1.75,710000.0
770,1,0.75,315000.0
2280,4,2.5,515000.0
1660,3,2.0,638000.0
2020,4,2.0,370000.0
970,3,1.0,184000.0
2480,3,2.5,583800.0
1250,3,1.0,309500.0
4430,4,4.0,1960000.0
740,1,1.0,299000.0
710,2,1.0,215000.0
1970,4,2.0,410000.0
820,2,1.0,478000.0
1000,2,1.0,431000.0
3080,4,2.5,635000.0
2410,5,2.25,648000.0
2370,3,2.5,640000.0
4690,5,4.5,932808.0
2280,2,2.0,835000.0
1530,2,1.75,469775.0
3610,5,3.5,587000.0
1740,3,2.0,677915.0
3600,4,3.0,1075000.0
3130,4,3.0,671000.0
3940,5,3.25,695000.0
2200,4,2.0,205000.0
1510,4,1.0,350000.0
1560,3,1.75,360000.0
1870,4,2.25,313999.0
2070,3,2.25,300000.0
1660,2,1.75,452000.0
2010,3,2.5,495500.0
1410,3,1.0,288000.0
1820,3,1.75,227490.0
2560,3,2.5,470950.0
2450,4,2.75,735000.0
3110,7,2.75,730000.0
2210,3,2.5,412000.0
2630,4,2.5,589500.0
2350,7,1.0,291000.0
4450,5,3.75,1300000.0
1200,3,1.0,190000.0
1210,2,1.75,456200.0
1290,3,1.0,225000.0
3490,3,2.5,2000000.0
3360,4,2.5,740000.0
2660,3,1.75,467000.0
770,2,1.0,385000.0
1800,3,2.5,670000.0
2900,4,2.5,500000.0
1430,3,2.0,352450.0
2550,4,2.75,669888.0
1310,3,2.75,405000.0
1430,3,1.5,518000.0
1880,4,1.0,280000.0
1600,3,2.5,435000.0
1760,3,2.0,314950.0
1180,2,2.0,209900.0
2330,4,2.5,630000.0
1960,4,1.5,442000.0
1140,4,1.0,340000.0
1400,3,1.75,230000.0
2710,5,2.25,495200.0
3510,4,2.5,900000.0
910,2,1.0,265000.0
2090,3,1.75,489500.0
1410,3,2.0,335000.0
3050,3,3.25,585000.0
2010,4,2.25,800000.0
2120,4,2.25,379500.0
1270,3,1.0,475000.0
1670,3,2.0,520000.0
1800,4,2.5,515000.0
1640,2,1.0,577500.0
1740,3,2.25,269900.0
1600,3,1.0,329000.0
1280,3,1.5,458500.0
1480,4,2.0,890000.0
1980,4,2.5,361500.0
3730,5,3.25,2535000.0
900,2,1.0,325000.0
3480,4,3.25,1850000.0
2840,4,2.0,945000.0
2490,3,2.5,370000.0
1490,0,2.5,320000.0
1510,2,2.0,450000.0
2900,4,2.5,800000.0
2240,3,2.5,676000.0
2040,4,1.75,1272500.0
1460,3,1.75,290000.0
990,3,1.5,158000.0
1970,4,1.75,379950.0
2660,4,2.5,583000.0
870,2,1.0,150000.0
1740,3,2.5,261500.0
2290,4,2.5,278000.0
2170,4,2.75,555000.0
2040,3,1.75,355000.0
1770,4,1.5,375000.0
2380,3,1.75,227000.0
2030,4,2.0,335000.0
2270,3,2.25,680000.0
1390,2,1.75,686500.0
1530,3,1.75,410000.0
1430,2,1.0,425000.0
2030,3,2.5,562500.0
2390,4,2.5,345000.0
2540,4,2.5,627500.0
1890,3,1.0,355000.0
1870,3,2.25,335000.0
1780,4,3.0,350000.0
1610,3,1.0,590000.0
1420,3,2.0,252000.0
4440,5,4.0,1295000.0
1820,4,2.0,705000.0
1620,3,2.0,498000.0
870,2,1.0,312500.0
1830,4,1.75,260000.0
2290,3,1.5,209950.0
1110,3,1.75,610000.0
1440,4,1.0,500000.0
3070,3,3.5,850000.0
2440,4,2.5,689000.0
2410,4,2.0,470000.0
2270,3,3.0,640000.0
2340,4,1.75,290000.0
1800,3,2.5,258500.0
2210,4,3.5,1100000.0
1820,3,1.75,420000.0
1190,3,1.0,230000.0
1400,3,1.5,252000.0
2600,3,2.5,515000.0
910,2,1.0,425000.0
1760,3,2.5,575000.0
860,2,1.0,390000.0
2310,4,2.25,561500.0
2000,4,1.75,1350000.0
2460,5,2.75,835000.0
1020,2,1.0,245000.0
1670,3,2.5,475200.0
790,2,1.0,425000.0
2010,2,1.5,218000.0
2600,4,2.5,600000.0
1890,4,2.25,545000.0
4600,5,2.5,2408000.0
2008,5,3.0,460000.0
880,2,1.0,425000.0
1700,3,1.75,455000.0
1730,3,2.0,313100.0
3910,4,3.5,780000.0
2160,4,2.5,345500.0
1200,3,1.75,243000.0
3860,5,3.5,670000.0
1320,3,1.5,325000.0
1280,2,1.0,281000.0
1100,3,1.0,130000.0
2170,3,2.5,340000.0
2720,4,2.75,485000.0
2520,4,2.75,642860.0
2560,3,1.75,747000.0
2650,4,2.5,559950.0
2870,4,2.75,577288.0
1230,2,1.0,575000.0
1450,3,1.0,287000.0
3180,4,3.75,1149000.0
1800,2,1.0,335000.0
2020,4,2.25,375000.0
620,2,1.0,325000.0
2190,3,2.25,530000.0
1980,4,2.25,287000.0
2970,5,3.0,320000.0
2270,4,2.5,425000.0
1630,3,1.0,550000.0
1520,3,1.0,135000.0
2080,3,1.75,695000.0
3020,5,2.5,975000.0
2180,4,1.75,210000.0
1780,4,1.75,518000.0
1370,3,1.0,335500.0
3050,4,3.5,750000.0
1490,3,1.75,515000.0
1800,4,2.75,344500.0
1760,3,1.5,470000.0
1770,4,1.75,606150.0
2910,4,2.75,292000.0
2880,3,2.5,450000.0
2520,3,1.75,429000.0
3190,4,2.5,765000.0
540,2,1.0,425000.0
3170,4,2.5,505000.0
1830,3,1.75,544950.0
1360,3,2.0,382000.0
1870,3,1.75,475000.0
1370,3,1.5,355000.0
1700,4,2.5,410000.0
1960,4,2.0,450000.0
4140,7,4.5,565000.0
1290,2,1.0,529100.0
2460,4,2.5,452500.0
1580,4,2.0,245000.0
700,1,1.0,415000.0
2410,4,2.5,610000.0
2180,4,1.75,363500.0
1950,3,2.75,510000.0
2630,4,2.5,650000.0
2050,4,2.5,290000.0
790,3,1.0,170000.0
1070,2,1.0,510000.0
2320,4,2.5,316000.0
2670,4,2.5,690000.0
700,2,1.0,199950.0
860,3,1.0,207000.0
3490,4,2.25,449950.0
1160,3,1.75,361550.0
3650,4,3.5,824000.0
1550,3,1.75,537000.0
2620,4,2.5,838400.0
720,2,1.0,225000.0
1380,3,2.0,329900.0
1170,4,1.0,282500.0
1170,3,1.75,229950.0
1630,2,1.0,500000.0
1890,3,1.75,495000.0
1010,3,1.0,149500.0
2040,3,2.5,726000.0
4080,4,2.5,899000.0
1270,3,1.0,317000.0
790,1,1.0,395000.0
2580,4,3.0,360000.0
2290,4,2.5,570000.0
3490,4,2.5,320000.0
1510,3,1.75,320000.0
2400,5,2.5,268000.0
900,2,1.0,191000.0
1270,2,1.0,400000.0
1050,2,1.0,515000.0
2950,4,2.5,610000.0
1850,2,1.75,538000.0
1970,3,2.5,432000.0
2400,4,2.25,335000.0
2360,5,1.75,302000.0
1580,4,1.75,787500.0
1790,3,1.0,420000.0
2840,3,2.5,560000.0
1970,3,2.5,535000.0
1780,3,2.5,310000.0
3920,5,2.0,760000.0
1550,3,1.75,242500.0
2980,6,3.0,1313000.0
1270,3,1.0,235000.0
3040,4,2.25,598780.0
2075,3,2.5,433200.0
1110,2,1.0,343000.0
800,2,1.0,145000.0
680,1,1.0,291970.0
1680,3,1.0,599950.0
3910,4,2.5,1749000.0
2780,4,1.75,870000.0
2000,4,2.75,323000.0
3150,4,3.0,727000.0
1120,1,1.0,166000.0
1740,4,1.75,450000.0
2970,3,2.5,400000.0
2970,3,2.5,599000.0
1150,3,1.0,165000.0
1190,2,1.0,229000.0
900,1,1.0,305000.0
2950,3,3.25,930000.0
1990,3,2.5,542000.0
1020,3,1.0,214000.0
2070,3,2.5,718000.0
1430,3,2.5,349000.0
2030,3,2.5,305000.0
1620,3,2.5,498000.0
4220,4,3.5,799950.0
2300,3,2.5,737000.0
3830,4,3.25,860000.0
2390,3,2.5,339950.0
1440,3,2.25,249000.0
910,2,1.0,370000.0
1550,3,2.0,725000.0
2380,5,2.5,529000.0
2060,4,2.75,310000.0
1880,4,2.25,315000.0
3470,4,2.5,1300000.0
2360,3,2.0,435000.0
1970,3,1.75,350000.0
1040,3,1.0,240000.0
1420,3,2.25,410000.0
2290,4,2.75,430000.0
1530,4,2.5,446000.0
1360,3,1.5,240000.0
3680,4,3.0,595000.0
920,3,1.0,215150.0
1070,2,1.0,319950.0
1590,3,2.0,385000.0
1600,3,2.5,280000.0
1510,3,2.5,399950.0
1080,3,1.0,132500.0
1330,2,0.75,399950.0
850,2,1.0,290000.0
1960,5,2.25,860000.0
1530,4,1.0,245000.0
1320,3,1.5,255000.0
2320,4,3.0,310000.0
960,3,1.0,299000.0
2040,4,2.5,575000.0
1080,3,1.0,284000.0
2020,3,1.75,840000.0
1780,3,1.75,442573.0
1140,3,1.0,560000.0
1610,3,2.0,485000.0
1440,4,1.75,472500.0
4270,4,2.75,1610000.0
3460,8,3.75,808000.0
1890,3,1.75,398000.0
2240,3,2.5,340000.0
760,2,1.0,380000.0
1020,3,1.0,235000.0
1330,3,1.5,400000.0
2780,5,2.5,582000.0
1070,2,1.0,209000.0
2660,5,3.0,335000.0
710,2,1.0,285950.0
3340,5,2.25,645000.0
1160,2,1.0,312000.0
2840,3,2.25,663000.0
2000,3,1.75,443950.0
1060,3,2.0,315000.0
1730,4,1.5,302200.0
2190,3,2.5,770000.0
1660,4,1.75,374950.0
2210,3,2.5,330000.0
870,2,1.0,230000.0
3100,4,2.5,967000.0
1720,4,2.5,536500.0
3120,6,4.0,315000.0
1040,3,1.0,626000.0
1650,4,2.0,334009.0
1010,2,1.0,429000.0
4020,4,2.5,818000.0
2166,5,2.75,326000.0
1880,5,3.0,310000.0
2260,4,2.0,525000.0
2010,3,2.25,350000.0
3330,4,2.5,936000.0
1520,3,1.0,226000.0
3510,5,3.5,1250000.0
1580,3,1.75,428000.0
1460,3,1.5,329932.0
1460,3,1.5,539000.0
1650,3,1.75,275000.0
2660,4,2.5,590000.0
3510,4,2.5,782000.0
2120,4,2.5,575000.0
1780,3,2.25,509000.0
2000,4,2.5,290000.0
1300,3,1.0,305240.0
2180,3,2.0,555000.0
1790,3,2.0,317000.0
1910,3,2.0,430000.0
1800,2,1.5,850000.0
2620,3,2.25,469000.0
1440,2,2.0,327200.0
2790,3,3.0,835000.0
2340,4,2.5,360000.0
2070,4,2.5,372000.0
2160,3,1.0,453000.0
2090,2,1.75,275000.0
2040,4,2.5,475000.0
1950,4,2.75,310000.0
1200,4,2.0,173000.0
2240,5,3.0,313500.0
1360,3,2.5,345000.0
1500,3,1.5,436000.0
1300,2,1.75,244500.0
1140,3,1.75,206000.0
2930,4,2.5,890000.0
2140,4,2.25,329950.0
1628,3,1.75,250000.0
1990,3,2.0,246000.0
1950,3,1.75,440000.0
1910,4,1.75,395000.0
820,3,1.0,305000.0
1470,3,2.25,160000.0
1470,3,2.25,269000.0
1060,3,1.0,169500.0
3130,4,2.75,690500.0
1260,2,1.5,245560.0
2200,4,2.75,345000.0
2580,4,1.75,383000.0
1350,3,2.25,388500.0
1350,3,1.75,250000.0
2290,3,1.75,455500.0
1220,3,1.0,672000.0
2750,4,1.5,550000.0
1430,3,1.75,487000.0
2220,4,2.5,291375.0
1490,3,1.0,225000.0
2440,5,3.5,519950.0
2070,3,2.5,250000.0
1500,3,1.0,614950.0
2020,4,2.25,599500.0
2190,4,1.5,625000.0
780,2,1.0,248500.0
1220,5,2.0,469950.0
1840,3,1.5,525000.0
2390,2,2.5,787500.0
3710,4,2.5,485000.0
750,2,1.0,310000.0
2110,5,2.0,280000.0
1020,4,1.0,200000.0
3080,3,2.5,490000.0
900,3,1.0,146000.0
3720,5,3.0,500000.0
940,3,1.0,242500.0
1040,3,1.0,324950.0
1000,2,1.0,231500.0
2080,3,2.5,300000.0
2500,4,2.5,545000.0
1050,3,1.0,350000.0
1620,3,1.75,467100.0
1610,3,1.0,180000.0
2130,4,1.5,749000.0
1460,3,2.5,245000.0
1600,5,1.0,260000.0
1730,3,3.0,490000.0
2280,4,2.5,565000.0
2430,4,2.25,330000.0
1380,3,1.0,295000.0
1790,3,1.5,725000.0
3370,4,2.5,1135000.0
2920,3,2.25,680000.0
2180,2,1.0,490000.0
1480,3,1.75,635000.0
2350,3,2.5,750000.0
2440,4,2.25,330000.0
1350,3,2.5,270000.0
1970,3,2.25,340000.0
1110,3,0.75,413252.0
2950,4,2.75,600000.0
2970,5,3.0,726888.0
720,2,1.0,285000.0
770,2,1.0,365000.0
1650,4,2.0,295000.0
1620,3,2.25,460000.0
1510,3,1.5,230000.0
1070,3,1.0,337000.0
1010,3,1.0,300000.0
3370,4,2.5,2300000.0
2000,4,2.5,360000.0
2060,3,2.5,585000.0
1740,3,2.25,182700.0
1740,3,2.25,305000.0
1880,3,2.5,309950.0
960,3,1.0,550000.0
3280,3,2.5,825000.0
1570,2,1.0,998500.0
2990,4,2.5,644500.0
1250,3,2.0,320000.0
1920,3,2.5,266950.0
2470,4,2.5,633100.0
960,2,1.0,395000.0
940,3,1.0,259250.0
1260,3,1.0,300000.0
2280,3,1.75,413000.0
1740,3,2.25,435000.0
2630,4,2.75,500000.0
2430,4,1.75,402000.0
2260,3,2.5,777700.0
1220,2,1.5,580000.0
2580,3,1.75,570000.0
